,T2M_MAX,T2M_MIN,PRECTOTCORR,RH2M
2019-02-20,29.75,17.23,0.27,62.33
2019-02-21,29.3,16.85,0.82,63.81
2019-02-22,29.31,17.23,0.95,63.96
2019-02-23,28.05,17.2,1.43,67.61
2019-02-24,29.0,17.92,1.02,69.31
2019-02-25,28.68,17.16,0.7,68.48
2019-02-26,28.85,16.44,0.06,58.62
2019-02-27,30.0,16.16,0.07,59.27
2019-02-28,31.78,15.68,0.03,53.82
2019-03-01,33.54,16.89,0.0,46.79
2019-03-02,33.73,17.17,0.69,45.19
2019-03-03,33.42,17.92,0.91,51.0
2019-03-04,29.88,18.03,1.05,59.71
2019-03-05,30.88,17.54,0.64,59.71
2019-03-06,31.1,17.23,0.23,52.91
2019-03-07,32.18,17.65,0.11,47.08
2019-03-08,31.1,16.71,2.03,50.92
2019-03-09,30.64,16.48,0.34,52.38
2019-03-10,30.69,15.35,0.02,47.28
2019-03-11,31.16,16.22,0.06,49.51
2019-03-12,31.78,16.02,0.0,48.31
2019-03-13,31.38,15.57,0.01,49.88
2019-03-14,30.77,16.54,0.05,54.83
2019-03-15,31.12,15.64,0.2,53.96
2019-03-16,30.86,16.9,0.47,59.44
2019-03-17,32.12,17.3,0.07,54.17
2019-03-18,31.58,17.12,0.06,53.66
2019-03-19,31.72,17.02,0.04,54.13
2019-03-20,31.85,16.95,0.13,54.85
2019-03-21,32.52,16.67,0.02,51.05
2019-03-22,32.71,17.34,0.09,51.71
2019-03-23,31.95,16.87,0.66,57.99
2019-03-24,31.86,17.12,0.27,54.32
2019-03-25,32.97,16.05,0.07,47.72
2019-03-26,33.5,17.64,0.03,45.04
2019-03-27,30.24,17.99,6.99,57.62
2019-03-28,28.81,17.12,4.69,70.66
2019-03-29,31.78,16.58,1.04,63.28
2019-03-30,31.55,17.66,1.19,62.07
2019-03-31,32.13,17.47,1.07,58.32
2019-04-01,32.01,17.24,1.17,59.72
2019-04-02,31.91,17.56,0.27,57.65
2019-04-03,31.88,17.55,0.44,59.0
2019-04-04,30.35,18.06,2.12,68.25
2019-04-05,30.46,17.89,1.18,69.37
2019-04-06,30.77,17.57,0.91,63.61
2019-04-07,30.91,16.39,0.28,60.53
2019-04-08,32.51,17.36,0.24,58.35
2019-04-09,31.72,18.03,1.43,62.05
2019-04-10,29.16,18.19,0.47,64.36
2019-04-11,29.61,17.23,0.88,66.36
2019-04-12,30.33,17.86,0.44,63.87
2019-04-13,30.43,17.49,0.79,62.57
2019-04-14,31.07,17.89,0.15,58.32
2019-04-15,31.49,17.32,0.06,55.42
2019-04-16,32.32,16.77,0.43,55.26
2019-04-17,32.42,15.61,0.05,47.86
2019-04-18,32.79,16.49,0.26,52.13
2019-04-19,32.2,18.12,1.39,64.04
2019-04-20,32.52,17.91,1.39,62.75
2019-04-21,29.74,18.38,1.02,65.74
2019-04-22,31.91,18.24,1.56,64.85
2019-04-23,30.49,18.28,10.42,72.92
2019-04-24,27.54,18.4,12.04,76.92
2019-04-25,30.75,18.35,5.22,71.49
2019-04-26,27.59,18.52,16.04,82.8
2019-04-27,28.67,17.43,2.97,76.25
2019-04-28,29.61,18.15,1.26,77.15
2019-04-29,30.26,18.17,1.27,74.34
2019-04-30,29.24,17.52,1.39,75.83
2019-05-01,29.69,17.26,0.89,72.71
2019-05-02,29.41,16.89,1.02,73.25
2019-05-03,29.85,17.43,1.04,70.39
2019-05-04,29.55,16.79,1.38,74.5
2019-05-05,28.2,16.23,6.08,76.11
2019-05-06,29.63,18.24,1.61,74.47
2019-05-07,29.88,17.25,2.49,72.24
2019-05-08,29.77,16.14,1.63,69.96
2019-05-09,28.74,15.48,6.07,73.88
2019-05-10,26.71,15.95,1.66,72.33
2019-05-11,26.02,13.8,0.66,65.17
2019-05-12,28.87,14.94,1.06,68.41
2019-05-13,28.81,15.58,1.96,72.72
2019-05-14,29.57,17.03,1.8,72.1
2019-05-15,29.07,16.43,1.33,73.73
2019-05-16,29.05,16.44,1.32,72.79
2019-05-17,29.37,16.74,1.95,74.43
2019-05-18,26.88,16.62,9.56,80.13
2019-05-19,26.05,15.58,1.2,74.65
2019-05-20,27.45,15.61,3.24,74.31
2019-05-21,29.01,14.69,0.18,65.12
2019-05-22,28.97,15.71,1.45,71.88
2019-05-23,26.48,15.85,12.22,79.82
2019-05-24,25.44,15.83,2.67,77.52
2019-05-25,26.71,14.67,2.26,72.69
2019-05-26,27.16,14.88,1.62,75.25
2019-05-27,26.81,16.03,2.2,75.59
2019-05-28,26.79,15.22,1.76,76.15
2019-05-29,26.56,16.0,1.21,72.94
2019-05-30,28.78,14.89,1.08,69.43
2019-05-31,28.32,15.86,1.36,73.99
2019-06-01,28.34,16.0,2.44,76.66
2019-06-02,26.87,16.84,6.47,80.54
2019-06-03,24.26,15.51,9.16,81.45
2019-06-04,25.96,15.47,8.99,79.94
2019-06-05,24.47,15.64,4.89,81.75
2019-06-06,27.27,14.59,1.45,76.27
2019-06-07,27.74,14.95,3.31,75.6
2019-06-08,26.74,15.63,2.81,75.56
2019-06-09,23.35,15.9,4.44,82.04
2019-06-10,25.86,14.81,2.39,74.75
2019-06-11,22.69,13.75,2.19,75.68
2019-06-12,25.12,14.56,1.45,75.93
2019-06-13,27.46,14.72,1.01,72.74
2019-06-14,26.57,16.0,2.01,76.92
2019-06-15,26.31,15.43,1.25,76.17
2019-06-16,27.08,14.78,1.3,72.57
2019-06-17,26.45,13.51,0.21,66.52
2019-06-18,27.53,14.01,0.84,68.37
2019-06-19,28.66,14.72,0.4,70.43
2019-06-20,26.4,15.36,0.74,73.97
2019-06-21,26.22,15.25,0.71,74.37
2019-06-22,27.2,14.61,0.61,70.05
2019-06-23,28.77,13.33,0.65,66.75
2019-06-24,28.05,15.18,1.87,68.93
2019-06-25,24.84,16.44,4.77,81.77
2019-06-26,25.54,15.7,3.09,78.21
2019-06-27,27.99,14.89,1.45,73.52
2019-06-28,27.46,15.15,4.39,74.34
2019-06-29,27.68,14.06,2.43,71.76
2019-06-30,27.9,14.65,0.43,65.39
2019-07-01,27.63,15.36,0.78,69.91
2019-07-02,27.68,15.15,0.4,70.49
2019-07-03,28.09,15.17,0.78,69.18
2019-07-04,28.37,14.08,0.56,65.01
2019-07-05,28.33,13.96,0.28,64.34
2019-07-06,27.52,14.95,1.33,70.61
2019-07-07,27.87,15.06,0.48,69.3
2019-07-08,28.68,14.69,0.19,65.27
2019-07-09,28.68,14.78,0.23,65.62
2019-07-10,28.42,14.65,1.2,68.09
2019-07-11,27.56,15.78,1.3,70.74
2019-07-12,28.43,15.24,0.82,65.08
2019-07-13,26.73,14.73,1.48,67.03
2019-07-14,27.27,14.64,1.21,68.29
2019-07-15,26.48,14.15,1.36,69.25
2019-07-16,26.19,13.66,0.92,68.37
2019-07-17,25.93,13.78,0.95,70.16
2019-07-18,26.36,12.68,0.67,67.83
2019-07-19,25.84,14.13,1.1,71.83
2019-07-20,27.59,14.1,0.78,68.32
2019-07-21,24.87,14.98,0.84,70.48
2019-07-22,26.61,14.38,0.71,67.34
2019-07-23,26.49,12.54,1.99,63.53
2019-07-24,26.95,14.05,1.97,63.66
2019-07-25,28.23,13.38,0.56,63.05
2019-07-26,28.52,13.77,1.21,64.93
2019-07-27,26.67,13.78,2.09,68.66
2019-07-28,25.18,13.82,2.3,72.19
2019-07-29,25.56,14.67,3.07,74.28
2019-07-30,23.8,14.68,3.46,79.43
2019-07-31,23.95,14.77,4.0,79.33
2019-08-01,27.96,15.28,1.47,69.73
2019-08-02,27.62,14.63,0.53,70.42
2019-08-03,27.7,13.52,0.27,66.26
2019-08-04,27.88,13.28,0.13,63.57
2019-08-05,29.41,14.43,0.1,61.77
2019-08-06,30.07,14.13,0.19,59.72
2019-08-07,28.67,15.78,1.98,70.43
2019-08-08,27.53,15.3,1.89,70.34
2019-08-09,28.07,14.09,0.11,61.28
2019-08-10,27.97,13.6,0.4,64.42
2019-08-11,26.02,14.43,0.73,71.68
2019-08-12,24.81,14.05,1.04,67.64
2019-08-13,27.96,14.03,0.74,66.27
2019-08-14,26.87,14.47,1.52,67.3
2019-08-15,26.13,13.17,0.68,63.5
2019-08-16,26.21,13.44,0.62,64.59
2019-08-17,27.13,13.94,1.27,66.08
2019-08-18,27.41,14.29,2.87,69.25
2019-08-19,26.66,15.02,2.29,69.3
2019-08-20,28.3,13.71,0.65,62.91
2019-08-21,27.5,14.94,0.99,66.2
2019-08-22,28.28,14.84,1.12,65.76
2019-08-23,28.2,15.04,1.06,64.91
2019-08-24,27.08,15.19,3.27,70.36
2019-08-25,28.47,14.69,0.45,60.64
2019-08-26,28.4,15.16,1.06,64.95
2019-08-27,29.07,14.69,1.7,64.25
2019-08-28,28.75,15.16,5.6,67.4
2019-08-29,26.64,15.49,1.63,69.31
2019-08-30,26.89,15.73,5.74,71.94
2019-08-31,24.84,15.88,5.26,75.01
2019-09-01,27.99,15.16,13.37,74.83
2019-09-02,24.74,16.41,1.76,78.25
2019-09-03,26.04,14.87,1.79,72.31
2019-09-04,28.65,15.11,0.73,67.64
2019-09-05,26.16,14.77,0.74,65.86
2019-09-06,24.89,13.91,1.56,71.18
2019-09-07,25.48,15.26,1.24,70.16
2019-09-08,26.3,14.95,2.57,67.97
2019-09-09,28.18,14.1,0.65,63.23
2019-09-10,27.88,15.59,3.85,73.94
2019-09-11,28.75,15.24,0.61,68.09
2019-09-12,29.13,14.79,0.28,64.9
2019-09-13,29.91,15.46,0.31,64.06
2019-09-14,30.56,15.46,0.47,63.74
2019-09-15,30.23,15.44,0.38,63.16
2019-09-16,29.88,15.22,0.25,63.18
2019-09-17,29.78,14.58,0.15,57.16
2019-09-18,30.38,14.91,0.15,59.7
2019-09-19,29.45,14.85,0.12,58.5
2019-09-20,29.3,14.42,0.07,57.47
2019-09-21,29.43,14.58,0.3,60.81
2019-09-22,27.65,15.32,1.56,65.88
2019-09-23,29.16,15.25,2.72,61.69
2019-09-24,29.47,15.44,2.13,66.28
2019-09-25,28.71,16.26,2.7,64.18
2019-09-26,28.67,16.45,8.68,73.06
2019-09-27,27.57,14.97,2.49,69.88
2019-09-28,30.33,15.22,0.67,60.61
2019-09-29,30.23,15.34,0.47,57.16
2019-09-30,31.3,15.64,1.93,62.23
2019-10-01,28.99,16.95,6.9,72.52
2019-10-02,28.63,16.84,7.17,72.97
2019-10-03,29.0,15.62,7.13,72.75
2019-10-04,27.25,15.88,9.28,74.62
2019-10-05,27.26,15.35,11.73,77.12
2019-10-06,27.48,15.09,5.56,72.56
2019-10-07,27.76,14.91,1.29,67.66
2019-10-08,29.18,14.77,7.06,70.12
2019-10-09,27.86,15.83,15.07,75.54
2019-10-10,26.23,16.62,17.24,80.29
2019-10-11,26.91,16.2,14.69,78.51
2019-10-12,27.18,15.93,19.29,78.49
2019-10-13,26.93,15.79,8.63,80.83
2019-10-14,27.61,16.22,3.67,78.81
2019-10-15,27.56,16.03,1.07,71.34
2019-10-16,28.1,14.6,0.58,71.03
2019-10-17,27.54,16.9,10.04,79.17
2019-10-18,27.07,16.35,17.6,80.63
2019-10-19,25.64,15.97,9.68,83.26
2019-10-20,26.99,16.33,2.86,77.81
2019-10-21,27.62,16.0,3.61,78.51
2019-10-22,28.55,16.28,6.55,75.45
2019-10-23,27.19,16.9,6.92,79.09
2019-10-24,26.62,16.91,6.23,80.68
2019-10-25,26.45,15.86,6.65,78.3
2019-10-26,25.9,16.3,8.64,82.22
2019-10-27,27.0,15.64,4.0,79.48
2019-10-28,27.05,15.77,6.9,78.87
2019-10-29,25.38,16.7,7.02,83.77
2019-10-30,25.04,16.62,7.91,85.51
2019-10-31,26.38,15.87,3.28,80.21
2019-11-01,26.75,15.78,2.95,78.34
2019-11-02,27.76,15.55,0.8,75.69
2019-11-03,27.59,15.56,2.63,76.66
2019-11-04,27.85,16.0,4.9,76.59
2019-11-05,28.06,15.8,2.17,75.19
2019-11-06,28.37,15.82,3.28,74.43
2019-11-07,27.44,16.33,7.77,79.13
2019-11-08,27.82,16.27,1.72,74.67
2019-11-09,28.08,15.93,2.59,75.86
2019-11-10,28.09,16.75,8.26,78.73
2019-11-11,26.91,17.15,21.22,82.83
2019-11-12,24.33,17.64,31.06,89.36
2019-11-13,23.12,17.22,11.2,91.46
2019-11-14,23.97,16.78,5.38,88.8
2019-11-15,26.65,15.97,2.72,81.53
2019-11-16,25.89,16.59,2.0,86.13
2019-11-17,24.11,16.17,4.88,86.51
2019-11-18,25.55,15.73,3.82,85.37
2019-11-19,25.45,15.85,6.89,82.77
2019-11-20,25.95,16.33,6.89,82.25
2019-11-21,27.35,16.12,3.19,79.91
2019-11-22,25.52,17.08,8.2,85.64
2019-11-23,24.03,16.16,10.72,86.75
2019-11-24,25.3,15.45,13.86,85.6
2019-11-25,23.93,16.12,47.02,85.57
2019-11-26,24.72,16.42,12.9,84.28
2019-11-27,24.46,16.63,5.31,85.1
2019-11-28,25.56,15.14,2.88,82.36
2019-11-29,25.09,15.45,7.17,86.33
2019-11-30,23.46,16.53,17.29,89.77
2019-12-01,24.82,16.45,27.24,89.69
2019-12-02,24.59,16.66,39.77,86.12
2019-12-03,25.39,16.72,18.43,87.5
2019-12-04,25.86,16.77,5.7,84.29
2019-12-05,26.32,16.08,5.4,83.11
2019-12-06,25.07,17.23,26.14,88.24
2019-12-07,25.67,17.27,6.01,85.67
2019-12-08,26.09,16.74,3.93,81.88
2019-12-09,23.66,16.31,12.4,88.92
2019-12-10,24.93,16.92,10.31,88.62
2019-12-11,24.01,15.7,1.22,87.33
2019-12-12,24.35,15.48,4.72,84.39
2019-12-13,25.11,14.56,3.23,84.38
2019-12-14,24.02,16.07,6.47,89.04
2019-12-15,24.22,15.06,15.85,86.8
2019-12-16,25.07,15.21,3.28,84.53
2019-12-17,25.35,15.98,1.01,84.22
2019-12-18,25.41,16.4,0.57,84.07
2019-12-19,25.33,14.03,0.06,76.81
2019-12-20,26.26,13.16,1.47,79.25
2019-12-21,23.95,17.12,2.71,88.7
2019-12-22,25.05,16.58,1.68,84.87
2019-12-23,25.38,15.97,6.08,86.76
2019-12-24,26.02,16.29,5.49,85.48
2019-12-25,25.63,16.56,5.11,85.64
2019-12-26,26.02,16.87,1.7,82.88
2019-12-27,27.75,16.99,0.55,77.59
2019-12-28,26.89,17.28,1.01,78.86
2019-12-29,24.24,16.31,1.05,82.19
2019-12-30,25.87,15.31,0.27,81.06
2019-12-31,25.7,15.25,1.76,82.0
2020-01-01,26.45,14.63,0.27,76.94
2020-01-02,25.05,15.37,2.42,83.54
2020-01-03,24.33,15.77,2.04,84.75
2020-01-04,24.24,15.77,0.44,84.75
2020-01-05,24.03,15.08,2.04,82.08
2020-01-06,26.46,15.67,2.36,75.27
2020-01-07,22.9,16.26,3.69,88.2
2020-01-08,24.29,15.89,4.39,85.92
2020-01-09,22.86,15.97,2.27,89.2
2020-01-10,25.6,15.02,0.65,81.49
2020-01-11,26.98,14.83,0.09,73.58
2020-01-12,26.42,15.96,1.09,75.29
2020-01-13,24.74,16.24,12.39,82.83
2020-01-14,24.87,15.41,9.92,82.78
2020-01-15,25.58,15.75,4.24,84.46
2020-01-16,26.63,15.1,1.64,81.78
2020-01-17,25.15,15.84,1.59,81.91
2020-01-18,26.87,17.04,0.27,72.95
2020-01-19,27.09,16.08,0.11,71.79
2020-01-20,27.66,15.85,0.06,70.37
2020-01-21,28.15,14.09,0.04,69.24
2020-01-22,27.82,15.34,0.07,71.63
2020-01-23,24.92,16.96,0.88,78.68
2020-01-24,25.13,18.09,2.03,82.01
2020-01-25,22.93,17.56,13.41,90.87
2020-01-26,21.42,16.8,10.76,92.0
2020-01-27,25.0,16.1,5.2,85.9
2020-01-28,24.07,15.36,4.92,86.7
2020-01-29,23.96,15.87,5.42,86.9
2020-01-30,25.1,16.16,2.52,85.67
2020-01-31,24.85,16.69,4.95,86.76
2020-02-01,23.71,17.28,28.65,90.38
2020-02-02,26.44,16.7,3.92,82.54
2020-02-03,26.4,16.74,2.11,81.82
2020-02-04,23.77,16.16,1.15,85.88
2020-02-05,22.98,15.78,1.29,83.65
2020-02-06,25.33,15.06,0.68,79.32
2020-02-07,26.73,14.51,0.13,76.79
2020-02-08,26.6,15.07,0.21,75.93
2020-02-09,26.53,14.95,0.23,76.34
2020-02-10,27.9,14.62,0.0,66.58
2020-02-11,29.1,15.26,0.0,63.6
2020-02-12,28.71,16.68,0.21,68.75
2020-02-13,25.83,17.26,3.19,82.68
2020-02-14,25.72,16.11,1.67,81.18
2020-02-15,25.08,15.99,10.1,84.25
2020-02-16,25.69,15.4,1.76,81.62
2020-02-17,27.3,16.2,0.62,78.51
2020-02-18,27.76,16.23,0.91,79.18
2020-02-19,27.44,16.46,1.24,78.91
2020-02-20,29.1,17.54,0.47,73.75
2020-02-21,28.32,16.12,0.24,73.78
2020-02-22,26.34,16.32,0.88,79.08
2020-02-23,27.0,15.89,0.85,79.91
2020-02-24,27.7,15.26,0.09,74.11
2020-02-25,29.15,16.29,0.83,71.94
2020-02-26,25.82,16.95,4.23,80.37
2020-02-27,26.67,17.56,2.39,82.11
2020-02-28,27.98,16.53,0.29,76.65
2020-02-29,30.05,15.98,0.68,69.0
2020-03-01,30.01,17.78,4.48,73.61
2020-03-02,27.12,17.85,2.05,81.23
2020-03-03,28.95,18.03,0.8,76.07
2020-03-04,26.24,17.72,2.77,82.6
2020-03-05,29.17,17.41,0.7,75.05
2020-03-06,29.7,17.11,1.65,70.13
2020-03-07,29.14,16.68,0.6,74.31
2020-03-08,26.29,17.88,4.88,85.1
2020-03-09,27.71,17.85,2.37,80.91
2020-03-10,29.07,17.47,0.47,73.7
2020-03-11,28.06,17.37,0.66,79.95
2020-03-12,27.19,17.73,1.04,80.27
2020-03-13,28.12,17.23,1.11,80.47
2020-03-14,27.86,17.87,1.1,79.72
2020-03-15,30.0,16.49,0.09,69.85
2020-03-16,29.56,18.2,0.41,74.73
2020-03-17,27.78,16.99,1.9,77.43
2020-03-18,27.87,16.71,3.01,76.53
2020-03-19,26.67,16.86,3.13,78.91
2020-03-20,26.59,16.97,2.55,79.8
2020-03-21,28.89,16.85,0.76,71.85
2020-03-22,28.57,16.04,0.93,71.42
2020-03-23,28.11,16.87,0.09,70.18
2020-03-24,28.98,16.66,1.77,74.53
2020-03-25,26.6,16.88,6.4,81.05
2020-03-26,27.52,17.76,16.65,83.81
2020-03-27,22.49,17.5,11.42,91.02
2020-03-28,26.81,16.88,10.32,79.71
2020-03-29,24.16,16.71,17.53,85.39
2020-03-30,27.58,15.87,1.97,78.88
2020-03-31,26.85,16.97,2.7,85.09
2020-04-01,25.08,17.29,1.55,86.61
2020-04-02,27.19,16.9,1.31,82.45
2020-04-03,28.1,17.2,2.65,80.06
2020-04-04,28.23,17.74,0.36,78.25
2020-04-05,27.34,16.64,2.17,80.53
2020-04-06,26.61,17.37,13.33,83.12
2020-04-07,26.36,16.81,1.78,82.87
2020-04-08,27.81,16.29,1.4,79.62
2020-04-09,27.77,16.75,2.29,77.07
2020-04-10,28.6,16.37,1.06,77.9
2020-04-11,28.87,16.78,0.91,76.12
2020-04-12,28.96,17.17,3.27,79.8
2020-04-13,26.68,17.83,2.48,83.52
2020-04-14,27.8,17.48,2.31,79.79
2020-04-15,28.99,17.65,4.81,77.78
2020-04-16,26.73,17.74,8.88,80.45
2020-04-17,28.18,17.19,7.73,78.13
2020-04-18,25.79,17.02,17.36,86.64
2020-04-19,25.97,16.79,16.68,85.13
2020-04-20,23.33,17.34,25.35,89.02
2020-04-21,23.15,17.05,44.66,89.74
2020-04-22,22.27,16.43,12.36,90.61
2020-04-23,24.65,16.6,39.88,87.09
2020-04-24,22.85,17.16,56.7,92.26
2020-04-25,21.27,16.59,13.32,92.36
2020-04-26,25.97,15.93,6.75,83.18
2020-04-27,25.34,15.91,5.81,84.17
2020-04-28,24.62,15.92,15.38,85.85
2020-04-29,25.03,15.82,12.68,85.87
2020-04-30,24.36,16.15,6.18,85.79
2020-05-01,24.43,16.51,1.82,87.48
2020-05-02,24.06,14.77,2.2,81.14
2020-05-03,25.19,14.42,1.87,77.11
2020-05-04,26.52,15.52,2.74,81.32
2020-05-05,26.43,16.4,3.08,84.42
2020-05-06,24.88,15.5,4.57,84.3
2020-05-07,25.17,15.14,4.08,83.99
2020-05-08,25.22,14.6,1.19,82.37
2020-05-09,25.21,15.68,3.28,84.69
2020-05-10,22.71,15.71,9.4,88.89
2020-05-11,25.32,15.46,6.07,85.27
2020-05-12,25.46,15.31,6.16,84.12
2020-05-13,24.42,16.63,7.29,86.34
2020-05-14,27.33,15.75,2.16,79.84
2020-05-15,25.36,16.89,7.84,86.42
2020-05-16,24.95,15.27,1.93,83.07
2020-05-17,25.1,14.08,0.14,79.75
2020-05-18,25.58,13.6,0.27,77.12
2020-05-19,26.04,12.44,0.97,76.15
2020-05-20,25.64,15.72,1.1,83.65
2020-05-21,25.24,15.86,0.57,85.04
2020-05-22,24.84,15.23,0.73,82.33
2020-05-23,25.28,14.34,0.29,80.32
2020-05-24,26.13,15.33,0.64,81.82
2020-05-25,26.61,14.5,0.29,79.02
2020-05-26,26.47,16.08,1.23,82.57
2020-05-27,26.68,16.21,0.78,80.58
2020-05-28,26.22,15.54,0.77,79.68
2020-05-29,25.77,15.63,2.92,83.07
2020-05-30,26.01,15.02,0.51,76.64
2020-05-31,25.8,14.34,0.5,78.15
2020-06-01,26.09,15.13,0.56,79.78
2020-06-02,25.4,14.57,0.97,80.21
2020-06-03,23.41,14.68,1.02,83.91
2020-06-04,24.15,15.35,0.44,78.5
2020-06-05,22.78,14.48,0.16,79.71
2020-06-06,25.2,14.26,1.82,77.77
2020-06-07,24.45,15.7,8.34,83.13
2020-06-08,23.21,15.08,7.37,86.23
2020-06-09,23.2,13.99,1.26,80.63
2020-06-10,23.53,13.86,2.23,84.35
2020-06-11,25.65,14.19,1.78,81.9
2020-06-12,24.65,13.83,19.49,84.51
2020-06-13,23.44,15.16,5.56,85.71
2020-06-14,22.58,15.02,7.73,86.4
2020-06-15,23.03,13.62,1.6,82.95
2020-06-16,23.65,13.27,2.85,82.11
2020-06-17,23.89,13.33,0.6,80.54
2020-06-18,24.79,12.07,0.3,76.07
2020-06-19,25.56,13.13,0.73,78.82
2020-06-20,24.96,14.34,9.21,82.63
2020-06-21,22.1,14.95,16.02,87.26
2020-06-22,25.28,15.07,4.15,80.69
2020-06-23,24.26,15.33,2.98,81.82
2020-06-24,24.86,15.13,3.64,83.39
2020-06-25,24.84,14.91,1.54,81.42
2020-06-26,24.34,14.21,1.56,81.68
2020-06-27,25.2,14.43,1.04,79.48
2020-06-28,25.18,13.7,0.4,76.77
2020-06-29,25.64,14.21,0.73,74.07
2020-06-30,25.25,11.72,0.03,73.92
2020-07-01,25.11,14.35,0.61,79.46
2020-07-02,23.82,13.98,0.54,78.79
2020-07-03,23.67,13.91,0.89,80.21
2020-07-04,23.14,12.82,0.45,77.05
2020-07-05,24.57,13.77,2.13,78.34
2020-07-06,24.83,13.96,2.95,77.31
2020-07-07,25.09,12.65,1.94,77.43
2020-07-08,25.13,13.94,0.94,77.58
2020-07-09,24.74,13.58,2.51,80.77
2020-07-10,25.27,13.71,0.56,75.96
2020-07-11,25.37,13.58,0.21,74.52
2020-07-12,25.98,13.73,0.44,76.52
2020-07-13,24.21,14.64,3.49,80.91
2020-07-14,24.47,13.54,1.15,75.38
2020-07-15,24.55,13.84,0.89,79.8
2020-07-16,22.69,13.43,1.5,80.32
2020-07-17,24.74,12.4,0.76,70.29
2020-07-18,23.08,11.48,0.43,70.04
2020-07-19,23.55,12.54,0.45,75.13
2020-07-20,24.09,12.98,1.24,76.94
2020-07-21,24.45,12.88,3.84,76.1
2020-07-22,24.86,13.76,2.58,77.19
2020-07-23,26.48,13.42,3.1,77.16
2020-07-24,25.04,13.9,5.45,79.92
2020-07-25,25.49,13.27,1.1,74.56
2020-07-26,25.38,13.42,1.17,75.3
2020-07-27,23.72,14.09,3.11,78.47
2020-07-28,24.53,14.74,1.6,78.75
2020-07-29,25.88,13.98,0.37,75.15
2020-07-30,25.83,13.24,0.44,76.15
2020-07-31,26.02,14.43,0.8,77.84
2020-08-01,25.67,14.17,0.69,76.73
2020-08-02,24.52,12.47,0.31,71.37
2020-08-03,24.95,11.77,0.32,71.61
2020-08-04,26.03,13.01,0.34,68.63
2020-08-05,26.62,12.99,0.27,71.99
2020-08-06,27.2,14.61,0.61,74.96
2020-08-07,26.27,14.24,4.94,76.83
2020-08-08,23.68,14.79,4.06,77.05
2020-08-09,24.53,13.94,0.53,75.46
2020-08-10,24.87,13.55,1.96,79.53
2020-08-11,24.92,14.16,3.08,80.25
2020-08-12,23.73,14.43,2.77,82.84
2020-08-13,26.26,14.22,2.29,77.95
2020-08-14,23.72,15.23,1.15,81.27
2020-08-15,26.17,14.41,3.2,77.07
2020-08-16,25.28,14.03,0.82,75.35
2020-08-17,25.86,13.79,0.46,76.13
2020-08-18,26.35,13.43,0.26,67.87
2020-08-19,25.85,14.85,4.9,76.58
2020-08-20,25.75,14.18,3.44,74.73
2020-08-21,25.39,14.19,1.84,75.55
2020-08-22,24.77,13.6,3.25,74.78
2020-08-23,24.78,12.82,4.3,74.75
2020-08-24,24.97,13.81,3.87,76.37
2020-08-25,26.15,13.26,0.84,72.54
2020-08-26,26.84,14.03,0.7,72.78
2020-08-27,26.39,14.54,1.07,74.66
2020-08-28,27.44,14.46,1.38,73.15
2020-08-29,26.82,14.24,0.56,69.77
2020-08-30,27.68,13.04,0.41,65.46
2020-08-31,28.11,13.85,0.28,68.04
2020-09-01,27.2,13.51,0.52,68.69
2020-09-02,26.53,12.08,0.25,65.18
2020-09-03,26.4,13.04,1.46,71.01
2020-09-04,27.14,13.68,5.05,72.45
2020-09-05,24.01,15.2,8.74,81.08
2020-09-06,22.43,15.23,10.03,82.76
2020-09-07,22.23,14.33,3.78,80.22
2020-09-08,25.07,13.06,1.45,72.81
2020-09-09,25.84,12.74,1.19,72.9
2020-09-10,26.76,13.2,0.64,71.15
2020-09-11,25.77,13.96,1.02,72.26
2020-09-12,26.12,14.78,0.62,68.94
2020-09-13,27.5,13.14,0.34,67.2
2020-09-14,28.24,13.73,0.27,66.08
2020-09-15,28.44,14.69,0.47,69.25
2020-09-16,29.45,14.89,0.29,65.21
2020-09-17,29.26,14.15,0.17,62.12
2020-09-18,28.58,14.46,0.55,66.54
2020-09-19,28.62,15.42,1.51,71.33
2020-09-20,27.82,14.55,0.88,69.76
2020-09-21,28.32,13.85,0.76,69.62
2020-09-22,29.04,14.39,0.26,65.54
2020-09-23,28.3,14.26,5.98,70.99
2020-09-24,27.6,14.99,8.61,75.17
2020-09-25,24.81,15.57,26.98,80.17
2020-09-26,25.99,14.7,11.43,77.03
2020-09-27,28.07,14.39,2.8,73.07
2020-09-28,28.11,15.0,1.53,75.07
2020-09-29,28.5,15.96,1.16,74.0
2020-09-30,28.59,15.2,0.45,71.44
2020-10-01,28.55,15.59,0.5,68.61
2020-10-02,28.51,15.62,1.18,71.53
2020-10-03,28.74,13.99,0.32,66.31
2020-10-04,26.4,15.11,0.34,65.82
2020-10-05,29.65,13.67,0.13,62.6
2020-10-06,30.04,14.66,0.24,59.69
2020-10-07,29.33,13.81,0.12,56.67
2020-10-08,29.53,14.29,0.39,61.68
2020-10-09,29.71,15.19,1.91,66.42
2020-10-10,29.1,16.44,5.08,73.46
2020-10-11,28.8,16.82,4.57,67.29
2020-10-12,28.84,14.83,1.29,65.05
2020-10-13,28.83,15.19,0.76,65.21
2020-10-14,29.38,16.57,1.1,69.51
2020-10-15,29.43,15.36,0.36,64.86
2020-10-16,28.63,16.26,1.67,70.28
2020-10-17,28.33,15.21,2.37,66.21
2020-10-18,27.58,15.62,5.18,72.42
