,T2M_MAX,T2M_MIN,PRECTOTCORR,RH2M
2017-06-23,28.02,13.9,0.25,65.98
2017-06-24,27.12,14.59,1.4,73.85
2017-06-25,28.47,14.91,0.46,69.18
2017-06-26,26.76,15.01,0.39,70.59
2017-06-27,26.59,14.16,0.43,69.43
2017-06-28,26.81,13.74,0.5,70.5
2017-06-29,26.67,14.16,1.37,72.19
2017-06-30,26.16,15.12,1.89,73.7
2017-07-01,26.87,14.34,0.73,70.27
2017-07-02,28.13,13.96,0.51,68.4
2017-07-03,25.86,14.61,1.7,77.0
2017-07-04,25.0,14.65,1.53,74.39
2017-07-05,25.65,13.96,1.7,72.66
2017-07-06,25.38,13.87,1.02,69.83
2017-07-07,26.92,13.77,0.21,66.87
2017-07-08,26.7,12.78,0.33,66.46
2017-07-09,27.73,13.5,0.4,66.08
2017-07-10,26.64,13.8,1.25,67.31
2017-07-11,27.27,13.87,1.4,69.19
2017-07-12,25.12,15.05,8.3,79.35
2017-07-13,28.47,13.96,2.48,72.96
2017-07-14,25.24,14.92,5.71,79.19
2017-07-15,25.6,14.17,1.85,75.04
2017-07-16,27.11,13.56,0.56,68.34
2017-07-17,26.94,14.6,0.72,70.16
2017-07-18,27.68,14.71,0.21,66.09
2017-07-19,27.74,12.94,0.14,64.06
2017-07-20,27.07,14.1,0.76,71.21
2017-07-21,25.93,15.17,2.99,76.67
2017-07-22,24.04,14.99,2.98,77.58
2017-07-23,26.04,14.47,2.15,75.47
2017-07-24,23.71,14.76,2.48,77.36
2017-07-25,26.42,13.7,1.05,69.8
2017-07-26,25.91,13.5,4.24,72.25
2017-07-27,27.41,14.66,3.13,73.57
2017-07-28,26.84,14.4,2.83,72.8
2017-07-29,26.64,13.28,0.87,68.91
2017-07-30,25.34,13.35,4.11,69.94
2017-07-31,25.47,15.1,4.65,75.13
2017-08-01,26.74,14.04,2.47,69.26
2017-08-02,25.7,13.58,2.4,72.33
2017-08-03,25.81,14.21,3.5,74.75
2017-08-04,26.7,14.52,1.0,72.56
2017-08-05,27.2,13.66,0.31,69.35
2017-08-06,27.78,14.44,0.91,70.74
2017-08-07,24.79,14.99,1.22,74.96
2017-08-08,25.76,14.56,2.13,72.76
2017-08-09,25.42,14.08,2.51,73.84
2017-08-10,25.82,13.58,3.52,71.31
2017-08-11,25.53,12.76,2.6,69.5
2017-08-12,25.08,13.92,1.51,69.75
2017-08-13,27.77,13.28,0.59,61.03
2017-08-14,26.3,14.15,2.53,71.65
2017-08-15,26.62,14.0,2.85,70.25
2017-08-16,27.81,13.87,1.29,68.98
2017-08-17,29.33,14.3,0.9,67.06
2017-08-18,29.06,14.2,0.27,63.57
2017-08-19,27.89,15.11,0.99,69.54
2017-08-20,28.1,13.94,0.46,66.79
2017-08-21,27.73,14.58,0.48,67.46
2017-08-22,27.54,14.17,0.66,68.34
2017-08-23,28.07,15.46,9.14,71.55
2017-08-24,23.46,14.33,3.32,74.45
2017-08-25,28.75,13.45,0.32,62.21
2017-08-26,26.74,14.24,0.24,64.11
2017-08-27,28.53,13.0,0.14,59.95
2017-08-28,26.69,14.1,0.5,67.01
2017-08-29,27.2,15.14,2.2,68.79
2017-08-30,27.32,14.53,3.8,70.67
2017-08-31,25.74,15.19,7.74,77.21
2017-09-01,24.33,14.43,8.66,76.17
2017-09-02,25.52,14.39,1.64,72.61
2017-09-03,25.24,15.01,2.38,75.61
2017-09-04,26.0,14.77,1.02,71.56
2017-09-05,27.52,14.29,0.82,68.84
2017-09-06,25.71,14.26,0.81,68.84
2017-09-07,27.58,13.65,0.47,62.32
2017-09-08,27.23,14.8,2.97,69.81
2017-09-09,27.66,14.73,3.16,71.41
2017-09-10,27.8,14.63,4.02,70.61
2017-09-11,28.78,15.17,3.67,69.24
2017-09-12,25.37,14.63,2.74,73.81
2017-09-13,27.91,13.92,2.12,69.33
2017-09-14,27.03,14.49,3.36,72.65
2017-09-15,28.13,15.15,2.64,71.28
2017-09-16,30.3,15.16,5.39,70.44
2017-09-17,28.44,15.5,2.79,67.66
2017-09-18,30.29,14.08,0.04,55.76
2017-09-19,28.14,13.99,1.07,67.06
2017-09-20,28.04,15.83,3.45,73.24
2017-09-21,27.46,14.91,4.66,73.47
2017-09-22,27.73,14.34,0.59,59.74
2017-09-23,28.86,13.48,0.63,59.04
2017-09-24,29.24,13.59,0.38,57.53
2017-09-25,29.1,13.89,0.25,62.06
2017-09-26,29.64,14.77,0.24,61.07
2017-09-27,30.73,14.35,0.07,58.38
2017-09-28,29.75,14.99,0.67,61.47
2017-09-29,28.59,15.52,1.34,66.07
2017-09-30,28.68,15.08,0.72,61.18
2017-10-01,29.84,15.03,1.18,62.45
2017-10-02,29.91,14.13,0.21,59.91
2017-10-03,29.84,14.72,0.06,59.25
2017-10-04,30.2,13.56,0.07,55.76
2017-10-05,30.46,15.93,0.17,60.7
2017-10-06,30.51,14.94,0.04,57.67
2017-10-07,30.15,15.04,0.08,59.06
2017-10-08,29.3,15.89,6.21,66.35
2017-10-09,27.95,15.29,6.59,73.62
2017-10-10,30.22,16.06,3.16,65.56
2017-10-11,30.32,15.54,3.96,66.48
2017-10-12,27.96,16.3,42.17,75.76
2017-10-13,27.1,16.57,7.63,77.66
2017-10-14,27.97,16.06,4.56,67.61
2017-10-15,28.65,15.78,0.99,70.17
2017-10-16,28.6,15.21,1.09,69.98
2017-10-17,29.78,16.85,0.86,67.18
2017-10-18,29.87,16.3,0.96,65.46
2017-10-19,25.14,17.32,7.28,82.27
2017-10-20,28.15,16.92,11.75,78.53
2017-10-21,28.03,16.46,2.08,73.55
2017-10-22,29.4,14.84,0.26,63.29
2017-10-23,28.71,15.02,2.56,70.37
2017-10-24,29.27,15.65,3.75,69.13
2017-10-25,28.26,17.24,10.23,78.97
2017-10-26,26.6,16.66,11.62,80.83
2017-10-27,26.66,17.09,5.57,82.07
2017-10-28,27.48,16.34,6.05,77.92
2017-10-29,26.58,16.13,7.43,79.42
2017-10-30,27.28,15.26,1.82,74.23
2017-10-31,28.31,14.71,0.93,69.34
2017-11-01,27.7,15.33,3.87,73.53
2017-11-02,27.1,15.38,9.78,78.94
2017-11-03,26.6,15.59,10.91,79.87
2017-11-04,27.12,15.91,16.01,80.18
2017-11-05,26.32,16.02,11.93,79.49
2017-11-06,26.05,15.48,11.1,80.37
2017-11-07,26.08,16.02,10.54,81.34
2017-11-08,25.5,15.92,19.27,85.94
2017-11-09,25.08,17.12,9.44,86.35
2017-11-10,24.97,16.53,11.22,86.68
2017-11-11,25.76,15.82,3.99,82.94
2017-11-12,25.84,16.52,2.89,82.1
2017-11-13,26.11,15.33,4.04,81.13
2017-11-14,25.41,16.24,6.0,84.52
2017-11-15,24.43,15.65,5.16,84.16
2017-11-16,25.83,14.39,4.11,81.42
2017-11-17,25.8,15.48,0.69,81.17
2017-11-18,25.92,16.02,0.96,80.68
2017-11-19,25.4,16.27,1.56,81.86
2017-11-20,25.51,14.97,1.0,80.11
2017-11-21,26.49,14.34,0.18,74.48
2017-11-22,26.42,14.58,3.05,77.65
2017-11-23,26.81,15.83,1.92,77.82
2017-11-24,26.0,16.59,5.3,83.15
2017-11-25,26.02,15.81,1.48,80.87
2017-11-26,26.73,15.12,0.92,76.15
2017-11-27,26.26,14.34,0.58,75.14
2017-11-28,27.52,14.83,1.51,75.54
2017-11-29,26.67,15.42,2.19,79.02
2017-11-30,26.16,15.94,3.67,81.06
2017-12-01,27.57,15.32,0.59,74.49
2017-12-02,27.84,14.54,0.44,69.52
2017-12-03,27.58,15.82,0.27,72.36
2017-12-04,27.69,15.03,0.72,71.56
2017-12-05,26.83,14.99,4.16,76.25
2017-12-06,26.52,15.49,4.13,77.86
2017-12-07,27.01,15.99,4.63,78.38
2017-12-08,26.36,16.26,2.78,79.11
2017-12-09,24.78,15.85,3.69,80.78
2017-12-10,26.07,13.65,0.25,65.6
2017-12-11,26.27,14.37,2.68,74.83
2017-12-12,27.15,14.28,0.22,68.08
2017-12-13,27.11,14.01,0.0,67.82
2017-12-14,28.43,14.95,0.0,62.82
2017-12-15,28.58,16.07,0.02,67.05
2017-12-16,28.9,16.82,0.01,65.8
2017-12-17,27.08,15.99,0.94,71.02
2017-12-18,26.87,15.91,2.67,75.7
2017-12-19,25.9,15.84,2.73,78.83
2017-12-20,25.32,14.27,0.46,71.67
2017-12-21,26.98,13.12,0.1,61.11
2017-12-22,27.14,14.28,0.0,61.85
2017-12-23,28.03,14.43,0.0,61.81
2017-12-24,27.88,13.96,0.0,56.77
2017-12-25,28.16,14.52,0.0,54.61
2017-12-26,28.73,14.52,0.0,58.43
2017-12-27,28.94,14.36,0.01,58.5
2017-12-28,28.44,14.06,0.04,60.74
2017-12-29,28.79,14.81,0.15,62.33
2017-12-30,29.11,13.79,0.11,59.43
2017-12-31,29.45,14.08,0.0,56.02
2018-01-01,30.73,15.68,0.0,51.13
2018-01-02,30.51,16.21,0.54,55.34
2018-01-03,28.88,17.29,1.29,62.97
2018-01-04,27.27,16.55,0.29,62.23
2018-01-05,29.16,16.52,0.02,54.06
2018-01-06,27.49,15.69,0.16,58.11
2018-01-07,29.06,15.35,0.09,53.62
2018-01-08,30.04,14.72,0.03,50.7
2018-01-09,29.03,16.25,0.14,53.31
2018-01-10,27.95,16.57,0.31,58.98
2018-01-11,26.82,15.42,0.76,57.39
2018-01-12,27.62,14.02,0.22,58.4
2018-01-13,27.59,13.12,0.04,53.19
2018-01-14,29.86,12.66,0.07,45.69
2018-01-15,30.31,13.42,0.0,42.03
2018-01-16,29.79,13.81,0.0,48.12
2018-01-17,30.22,14.67,0.18,55.45
2018-01-18,31.06,14.83,0.01,53.71
2018-01-19,30.29,15.85,0.27,59.47
2018-01-20,29.29,15.29,0.21,61.58
2018-01-21,29.7,14.36,0.03,52.47
2018-01-22,29.18,13.81,0.43,54.07
2018-01-23,29.59,13.71,0.11,54.38
2018-01-24,30.01,14.58,0.56,56.47
2018-01-25,30.07,15.51,3.98,62.26
2018-01-26,30.4,17.72,3.79,63.23
2018-01-27,30.34,16.34,0.14,59.45
2018-01-28,30.71,15.87,0.02,55.42
2018-01-29,31.18,15.22,0.0,50.65
2018-01-30,30.96,15.76,0.02,49.04
2018-01-31,27.4,16.81,0.06,56.44
2018-02-01,29.36,16.06,0.01,61.28
2018-02-02,28.93,15.23,0.02,63.72
2018-02-03,30.4,15.33,0.0,56.96
2018-02-04,29.73,15.2,0.02,56.13
2018-02-05,28.73,16.32,5.06,64.88
2018-02-06,28.82,15.1,0.89,63.97
2018-02-07,28.63,14.33,0.17,50.27
2018-02-08,29.27,12.34,0.0,44.61
2018-02-09,29.95,13.25,0.0,47.23
2018-02-10,29.99,14.28,0.16,53.54
2018-02-11,29.19,15.62,0.76,65.84
2018-02-12,29.27,14.7,0.06,57.31
2018-02-13,29.88,14.93,0.3,52.94
2018-02-14,28.75,16.36,1.66,66.41
2018-02-15,29.16,15.98,0.22,63.16
2018-02-16,29.48,16.41,0.27,59.1
2018-02-17,29.26,15.82,0.08,59.17
2018-02-18,29.96,16.07,0.07,59.04
2018-02-19,30.75,16.38,0.43,58.84
2018-02-20,29.54,16.77,5.86,63.27
2018-02-21,31.73,16.42,0.15,55.09
2018-02-22,30.79,17.24,0.4,58.34
2018-02-23,31.49,16.51,0.52,56.28
2018-02-24,31.73,15.37,0.41,55.3
2018-02-25,32.25,17.49,0.2,56.27
2018-02-26,32.91,17.04,0.02,48.08
2018-02-27,32.16,17.0,0.2,47.78
2018-02-28,31.13,17.45,0.83,58.35
2018-03-01,30.71,18.12,23.49,68.79
2018-03-02,24.96,17.68,22.64,81.03
2018-03-03,25.38,17.49,23.36,81.16
2018-03-04,24.78,16.65,9.34,80.41
2018-03-05,26.9,16.23,4.41,79.32
2018-03-06,26.18,16.42,3.09,78.86
2018-03-07,28.73,16.26,0.75,73.28
2018-03-08,29.42,15.84,1.32,68.57
2018-03-09,30.18,16.0,0.45,67.11
2018-03-10,30.44,17.35,0.32,60.27
2018-03-11,29.58,18.43,1.77,67.06
2018-03-12,29.77,16.8,3.71,72.7
2018-03-13,26.36,17.68,12.94,79.72
2018-03-14,26.5,17.53,15.41,80.19
2018-03-15,23.22,17.98,42.32,88.88
2018-03-16,24.87,16.68,19.19,77.52
2018-03-17,27.74,16.79,18.22,78.8
2018-03-18,27.41,17.39,3.39,77.0
2018-03-19,25.69,16.57,8.74,82.77
2018-03-20,23.79,16.81,32.93,88.23
2018-03-21,24.24,17.27,7.81,87.2
2018-03-22,26.57,15.39,1.16,79.22
2018-03-23,27.6,14.32,0.56,74.06
2018-03-24,27.53,15.44,1.17,78.35
2018-03-25,25.8,16.55,5.27,85.05
2018-03-26,25.97,16.5,3.47,83.4
2018-03-27,25.93,17.0,5.8,84.37
2018-03-28,25.43,16.64,4.57,83.27
2018-03-29,25.02,16.28,2.85,82.11
2018-03-30,26.09,15.69,1.46,80.91
2018-03-31,26.79,14.82,1.48,79.48
2018-04-01,27.07,15.95,3.67,78.03
2018-04-02,26.64,16.09,4.85,79.49
2018-04-03,26.94,16.41,4.99,78.27
2018-04-04,26.26,16.14,14.28,79.79
2018-04-05,26.18,15.78,4.46,79.69
2018-04-06,26.94,15.99,10.92,79.38
2018-04-07,26.64,16.64,9.81,81.49
2018-04-08,26.22,15.98,7.03,79.81
2018-04-09,26.66,15.8,6.79,80.97
2018-04-10,26.95,15.84,18.01,80.42
2018-04-11,25.33,16.84,19.74,85.78
2018-04-12,25.05,17.05,5.44,84.58
2018-04-13,23.03,16.52,9.0,87.51
2018-04-14,24.54,16.43,4.36,85.77
2018-04-15,23.56,16.41,41.48,87.31
2018-04-16,25.18,16.5,29.92,85.16
2018-04-17,24.3,16.45,43.61,85.03
2018-04-18,24.44,16.97,29.48,85.17
2018-04-19,22.35,17.27,44.24,89.32
2018-04-20,24.37,16.65,39.98,84.48
2018-04-21,22.15,16.75,40.52,91.9
2018-04-22,23.21,16.74,15.05,88.62
2018-04-23,24.25,16.96,60.81,89.39
2018-04-24,24.02,17.04,18.93,88.14
2018-04-25,24.56,16.36,5.82,86.85
2018-04-26,25.68,15.79,8.36,86.88
2018-04-27,24.4,16.14,11.52,87.82
2018-04-28,24.6,15.76,6.93,87.03
2018-04-29,24.24,15.47,2.61,85.03
2018-04-30,23.92,15.05,12.76,85.99
2018-05-01,23.3,15.52,20.04,89.2
2018-05-02,21.21,14.31,5.77,85.44
2018-05-03,24.97,14.52,1.83,83.25
2018-05-04,25.03,14.46,1.83,84.49
2018-05-05,24.68,15.56,2.88,87.34
2018-05-06,23.79,15.91,7.03,87.93
2018-05-07,23.65,16.12,3.55,89.26
2018-05-08,23.27,15.32,2.61,88.18
2018-05-09,24.76,15.15,3.22,85.7
2018-05-10,24.71,15.3,13.22,87.49
2018-05-11,22.31,15.89,6.79,91.79
2018-05-12,26.0,15.14,1.09,83.76
2018-05-13,26.28,16.35,3.25,85.51
2018-05-14,24.87,16.57,15.52,87.9
2018-05-15,24.66,15.42,3.11,82.59
2018-05-16,24.14,16.42,2.62,87.25
2018-05-17,24.63,15.77,1.3,85.82
2018-05-18,24.73,15.12,4.88,81.88
2018-05-19,23.91,14.66,8.91,82.77
2018-05-20,24.05,14.96,19.19,84.69
2018-05-21,23.51,15.93,20.38,88.45
2018-05-22,22.55,14.99,10.63,88.48
2018-05-23,23.68,15.11,5.11,86.4
2018-05-24,24.43,15.23,6.12,86.34
2018-05-25,24.22,15.16,4.28,85.47
2018-05-26,24.13,15.38,2.97,85.34
2018-05-27,24.38,14.93,1.97,85.99
2018-05-28,24.47,13.69,0.64,81.9
2018-05-29,24.09,13.08,0.1,77.68
2018-05-30,25.4,12.87,0.06,80.13
2018-05-31,25.31,14.57,1.62,86.34
2018-06-01,25.23,15.93,1.08,85.27
2018-06-02,24.45,16.19,2.38,86.03
2018-06-03,23.82,15.6,4.84,87.94
2018-06-04,20.87,15.57,9.27,91.15
2018-06-05,21.84,14.99,14.38,89.36
2018-06-06,21.48,14.18,5.36,87.35
2018-06-07,21.94,13.41,2.24,86.37
2018-06-08,22.01,13.23,2.24,86.01
2018-06-09,23.36,13.13,1.99,84.66
2018-06-10,24.15,12.9,0.44,81.85
2018-06-11,23.96,11.91,0.04,77.13
2018-06-12,23.66,13.42,0.25,85.51
2018-06-13,22.73,14.33,0.76,87.03
2018-06-14,23.21,13.83,0.81,85.15
2018-06-15,23.72,14.46,1.32,86.16
2018-06-16,23.41,14.75,3.37,86.92
2018-06-17,23.75,14.86,3.34,85.88
2018-06-18,22.72,14.0,1.91,87.55
2018-06-19,23.04,13.75,0.9,85.65
2018-06-20,23.52,13.72,0.43,82.96
2018-06-21,23.77,13.9,0.36,83.7
2018-06-22,23.75,13.98,0.75,84.34
2018-06-23,23.48,14.25,2.4,84.53
2018-06-24,21.61,14.82,5.59,88.7
2018-06-25,18.69,13.51,5.5,87.6
2018-06-26,22.72,13.64,1.45,85.52
2018-06-27,23.24,13.48,1.65,81.9
2018-06-28,23.91,12.89,0.76,80.03
2018-06-29,22.97,14.4,3.95,87.27
2018-06-30,23.16,14.2,2.96,85.47
2018-07-01,23.35,13.66,1.93,85.67
2018-07-02,22.11,13.46,2.31,87.24
2018-07-03,22.9,13.77,2.59,87.11
2018-07-04,22.08,13.89,3.56,86.08
2018-07-05,22.53,12.18,1.28,83.13
2018-07-06,22.93,11.66,0.41,78.32
2018-07-07,22.35,12.51,0.55,81.45
2018-07-08,22.62,12.35,0.76,81.78
2018-07-09,22.33,13.29,1.63,84.03
2018-07-10,23.14,13.29,1.41,84.78
2018-07-11,21.51,13.55,1.59,85.97
2018-07-12,22.25,13.71,1.49,84.94
2018-07-13,23.05,13.7,2.48,85.31
2018-07-14,22.59,13.37,2.12,84.86
2018-07-15,23.6,13.03,0.49,83.43
2018-07-16,23.4,12.51,0.2,80.63
2018-07-17,25.0,12.17,0.16,77.61
2018-07-18,23.58,11.08,0.25,76.46
2018-07-19,23.62,12.35,0.48,78.65
2018-07-20,21.89,13.24,0.74,83.63
2018-07-21,22.45,12.57,1.27,83.69
2018-07-22,22.69,12.51,0.68,83.19
2018-07-23,21.38,12.58,0.51,83.63
2018-07-24,22.61,12.13,0.64,79.82
2018-07-25,22.68,12.41,1.14,81.74
2018-07-26,22.15,12.63,0.44,81.51
2018-07-27,23.5,13.51,0.62,80.31
2018-07-28,25.04,12.86,0.22,73.46
2018-07-29,24.55,13.29,2.38,80.66
2018-07-30,23.49,14.85,3.07,84.69
2018-07-31,24.03,14.53,1.86,83.55
2018-08-01,25.33,13.83,0.52,80.59
2018-08-02,26.15,13.75,0.12,78.43
2018-08-03,25.52,13.48,0.14,78.44
2018-08-04,24.8,13.36,0.46,78.25
2018-08-05,23.75,12.85,1.54,80.11
2018-08-06,24.22,13.17,0.68,78.64
2018-08-07,24.89,12.47,0.07,68.75
2018-08-08,25.02,12.41,0.18,71.06
2018-08-09,25.01,13.65,0.81,77.88
2018-08-10,24.63,13.88,2.23,78.76
2018-08-11,23.38,12.92,0.89,75.5
2018-08-12,24.24,12.44,0.52,78.11
2018-08-13,23.99,11.95,0.38,75.53
2018-08-14,24.16,12.2,0.27,75.2
2018-08-15,23.79,11.86,0.81,78.16
2018-08-16,24.44,12.11,0.76,76.41
2018-08-17,23.51,13.15,1.85,81.7
2018-08-18,21.75,13.32,1.69,84.24
2018-08-19,21.64,13.61,0.5,82.85
2018-08-20,23.89,12.68,0.4,77.92
2018-08-21,24.8,12.43,0.34,76.49
2018-08-22,25.01,12.93,0.48,77.39
2018-08-23,23.84,14.14,1.04,81.06
2018-08-24,24.36,14.23,4.38,79.4
2018-08-25,25.24,12.73,1.75,75.45
2018-08-26,25.01,13.89,2.8,80.24
2018-08-27,23.88,14.14,5.82,82.93
2018-08-28,22.74,14.62,6.51,83.85
2018-08-29,22.72,14.13,1.76,81.71
2018-08-30,23.59,12.77,0.75,76.51
2018-08-31,23.41,12.87,1.64,79.05
2018-09-01,24.58,13.3,0.96,79.02
2018-09-02,24.62,13.99,1.45,79.37
2018-09-03,24.83,13.71,1.23,75.69
2018-09-04,25.47,13.51,2.75,78.39
2018-09-05,25.2,14.19,1.37,75.18
2018-09-06,24.97,14.3,2.76,78.17
2018-09-07,26.0,13.36,0.49,73.36
2018-09-08,26.46,13.76,0.54,74.59
2018-09-09,27.23,13.81,0.32,73.29
2018-09-10,25.94,14.8,1.09,76.99
2018-09-11,26.96,14.38,0.28,73.12
2018-09-12,26.53,13.57,0.26,72.39
2018-09-13,27.28,13.75,1.18,74.58
2018-09-14,27.72,14.64,0.32,72.34
2018-09-15,27.33,13.73,0.14,67.22
2018-09-16,28.04,12.99,0.05,65.75
2018-09-17,28.07,12.62,0.07,66.38
2018-09-18,27.49,13.24,0.18,69.22
2018-09-19,27.23,12.87,0.4,69.64
2018-09-20,27.43,13.19,0.36,66.79
2018-09-21,27.18,14.51,1.29,74.42
2018-09-22,26.4,14.66,1.69,73.54
2018-09-23,26.85,14.06,0.71,72.81
2018-09-24,26.82,13.42,0.78,74.06
2018-09-25,27.11,14.62,1.74,75.46
2018-09-26,27.98,15.06,1.1,70.22
2018-09-27,25.42,16.02,2.81,78.41
2018-09-28,27.57,15.02,0.86,76.74
2018-09-29,27.51,14.77,0.56,73.92
2018-09-30,27.74,14.06,0.08,65.81
2018-10-01,26.66,12.55,0.07,68.14
2018-10-02,26.29,13.94,0.31,71.99
2018-10-03,27.75,14.17,1.05,72.25
2018-10-04,27.73,14.36,1.61,72.08
2018-10-05,28.29,14.73,1.61,73.31
2018-10-06,28.35,15.59,2.74,74.35
2018-10-07,28.01,15.43,3.21,75.01
2018-10-08,24.18,16.17,8.08,81.16
2018-10-09,27.0,14.83,1.44,75.21
2018-10-10,25.66,14.39,0.82,74.11
2018-10-11,27.85,14.77,0.61,69.63
2018-10-12,28.73,13.85,0.22,65.9
2018-10-13,29.18,15.71,0.71,71.4
2018-10-14,28.62,15.25,0.5,69.55
2018-10-15,29.38,15.52,1.69,69.69
2018-10-16,28.9,15.41,1.03,69.49
2018-10-17,28.24,15.96,4.42,72.8
2018-10-18,27.3,16.58,3.49,76.26
2018-10-19,27.07,16.48,4.0,75.65
2018-10-20,27.87,15.55,0.72,70.96
2018-10-21,28.15,14.59,0.67,66.8
2018-10-22,27.59,14.67,1.55,70.15
2018-10-23,24.27,15.05,3.71,77.12
2018-10-24,27.49,13.36,1.73,70.74
2018-10-25,26.57,15.68,4.49,78.72
2018-10-26,26.9,15.15,7.47,80.0
2018-10-27,26.88,15.54,4.57,79.29
2018-10-28,26.83,15.76,1.54,75.34
2018-10-29,27.1,15.43,2.28,77.32
2018-10-30,27.43,15.89,0.48,73.72
2018-10-31,27.45,15.17,0.8,75.77
2018-11-01,23.73,16.78,4.49,84.18
2018-11-02,25.73,17.12,23.0,83.97
2018-11-03,26.19,16.23,4.72,81.33
2018-11-04,26.13,15.53,0.88,74.24
2018-11-05,27.86,15.37,0.27,69.99
2018-11-06,28.0,15.11,0.08,71.55
2018-11-07,28.61,15.44,0.19,71.06
2018-11-08,28.82,16.13,0.49,71.49
2018-11-09,29.03,16.38,1.28,72.51
2018-11-10,27.66,16.06,3.02,75.37
2018-11-11,27.23,15.96,5.18,75.07
2018-11-12,27.91,15.29,1.99,73.66
2018-11-13,27.38,15.74,3.47,77.58
2018-11-14,26.79,15.63,6.01,80.2
2018-11-15,27.67,15.83,2.04,74.47
2018-11-16,29.03,14.8,0.05,65.03
2018-11-17,27.43,16.27,1.74,78.58
2018-11-18,27.75,16.87,1.74,77.06
2018-11-19,26.35,16.95,3.37,81.5
2018-11-20,27.19,17.15,4.42,82.0
2018-11-21,26.13,16.86,4.45,82.59
2018-11-22,26.68,16.27,1.44,77.53
2018-11-23,27.38,15.63,0.45,73.51
2018-11-24,27.36,16.21,1.61,75.07
2018-11-25,26.69,16.32,6.15,81.01
2018-11-26,26.6,16.05,1.87,78.68
2018-11-27,27.5,16.35,2.26,76.65
2018-11-28,26.93,16.01,5.39,78.79
2018-11-29,25.22,16.86,4.63,84.03
2018-11-30,26.45,14.7,0.98,75.21
2018-12-01,26.07,16.25,5.44,83.23
2018-12-02,25.57,16.37,5.24,83.12
2018-12-03,26.57,15.61,9.04,81.46
2018-12-04,25.88,16.86,8.25,84.43
2018-12-05,26.87,15.89,0.73,79.56
2018-12-06,26.88,16.57,3.02,79.35
2018-12-07,27.54,16.48,0.72,76.37
2018-12-08,24.84,16.45,27.89,85.72
2018-12-09,26.26,16.0,3.33,81.7
2018-12-10,22.7,16.71,12.35,88.48
2018-12-11,20.94,16.8,13.75,86.15
2018-12-12,26.06,15.48,1.08,77.37
2018-12-13,24.91,15.45,3.64,83.92
2018-12-14,24.31,16.81,37.35,89.04
2018-12-15,24.7,15.11,3.56,85.52
2018-12-16,26.0,15.34,0.13,79.75
2018-12-17,26.47,14.65,0.39,76.55
2018-12-18,27.03,14.73,0.68,77.06
2018-12-19,25.93,15.59,1.95,79.88
2018-12-20,26.44,14.78,0.25,73.91
2018-12-21,26.95,15.07,1.2,75.3
2018-12-22,26.95,15.57,2.02,79.3
2018-12-23,26.7,15.74,0.72,77.75
2018-12-24,26.78,14.95,0.23,74.11
2018-12-25,26.66,14.77,0.51,75.85
2018-12-26,26.49,14.09,0.16,71.67
2018-12-27,26.37,15.26,1.23,77.8
2018-12-28,27.41,14.96,0.69,74.01
2018-12-29,28.05,15.51,1.11,70.62
2018-12-30,27.33,15.44,1.88,74.52
2018-12-31,26.5,15.95,4.02,77.69
2019-01-01,27.23,15.51,1.22,75.12
2019-01-02,28.15,14.82,0.12,70.07
2019-01-03,27.51,14.77,1.73,73.14
2019-01-04,24.85,17.0,8.1,84.77
2019-01-05,25.0,15.81,12.34,83.55
2019-01-06,26.27,15.32,0.6,75.12
2019-01-07,27.72,13.85,0.01,62.84
2019-01-08,27.37,15.65,0.45,67.26
2019-01-09,26.88,15.15,0.16,68.06
2019-01-10,25.31,14.77,0.91,73.49
2019-01-11,26.7,15.28,0.42,72.5
2019-01-12,27.04,13.09,0.0,64.22
2019-01-13,26.79,13.65,0.58,69.65
2019-01-14,27.91,15.14,0.42,70.08
2019-01-15,24.64,16.48,2.63,76.95
2019-01-16,27.46,15.65,1.01,68.21
2019-01-17,29.43,15.85,0.0,62.96
2019-01-18,29.62,15.33,0.14,60.82
2019-01-19,29.02,14.45,0.11,61.05
2019-01-20,30.49,14.47,0.04,54.98
2019-01-21,29.13,14.42,0.01,57.95
2019-01-22,28.97,15.72,0.09,62.66
2019-01-23,28.36,16.92,0.15,67.86
2019-01-24,29.27,15.12,0.0,62.95
2019-01-25,29.88,16.31,0.17,61.63
2019-01-26,29.38,17.09,0.04,64.24
2019-01-27,29.71,15.78,0.02,64.82
2019-01-28,29.12,15.42,0.02,65.24
2019-01-29,29.33,15.26,0.01,65.37
2019-01-30,29.94,15.38,0.01,63.49
2019-01-31,30.4,15.65,0.17,62.19
2019-02-01,30.02,16.07,0.19,61.02
2019-02-02,30.61,15.31,0.06,55.05
2019-02-03,31.29,16.18,0.01,50.02
2019-02-04,29.78,16.28,0.05,56.98
2019-02-05,28.81,16.43,0.09,63.57
2019-02-06,28.58,14.75,0.07,61.52
2019-02-07,29.3,16.76,0.23,65.69
2019-02-08,28.71,17.96,0.35,66.75
2019-02-09,29.2,16.81,0.12,65.09
2019-02-10,28.79,16.04,0.25,65.01
2019-02-11,30.49,14.51,0.01,54.98
2019-02-12,29.92,15.19,0.09,58.63
2019-02-13,29.4,14.63,0.05,62.5
2019-02-14,29.53,15.79,0.05,61.49
2019-02-15,31.12,16.41,0.4,60.16
2019-02-16,28.17,18.08,1.55,67.6
2019-02-17,30.7,17.07,0.14,61.4
2019-02-18,32.4,15.84,0.01,51.05
2019-02-19,31.29,17.62,0.25,55.94
